Title,URL,Author,Source,Date,Database,Quote,Keywords,Abstract
有甲状腺肿的甲状腺功能低下症在妊娠期间缓解一例报告,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=GWLK197605013,李兆寰,国外医学参考资料(内科学分册),1976-05-30,Journals,,,"＜正＞ 本文报告一例慢性淋巴细胞甲状腺炎因妊娠而发生较长期缓解。患者女性,21岁,于1971年11月临床诊断为慢性淋巴细胞甲状腺炎。患者用三碘甲状腺原氨酸（L3）治疗,最初剂量为25微克/日,以后增加到50微克/日。直到1972年6月15日,因妊娠停用甲状腺激素治疗至分娩以后。在妊娠第5个月复诊时,甲状腺功能正常,触诊甲状腺正常。检查血清甲状腺素（T4）12.2微"
慢性淋巴细胞性甲状腺炎合并乳腺癌,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=GWLK197701022,林增桃,国外医学参考资料(内科学分册),1977-01-31,Journals,,,"＜正＞ 本文根据4组30岁以上的女病例,探索乳腺癌和慢性淋巴细胞性甲状腺炎的关系。标准组由1810例慢性淋巴细胞性甲状腺炎的妇女患者组成。在1810例中,25％（450例）经组织学确诊,62％（1115例）经免疫学技术确诊,13％（245例）是根据实验室检查和"
慢性淋巴细胞性甲状腺炎20例临床分析,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YIYA197803010,何戎华;陈家伟,Jiangsu Medical Journal,1978-04-01,Journals,4,,"＜正＞ 慢性淋巴细胞性甲状腺炎又称桥本氏病（Hashimoto氏病）,是非毒性甲状腺肿中比较常见的疾病之一,其发病率约为亚急性甲状腺炎的5倍,近年来发病率有增高趋势。在缺乏免疫学测定条件下一般不易及时诊断。本文搜集全部经病理确诊的20例进行临床分析,探索其诊断规律以供临床参考。临床资料: 一、性别及年龄:女16例,男4例,女:男为4:i。年龄13一60岁,其中36~60岁15例（75%）。二、家族史:皆为阴性。三、病程:自发病至就诊时间由1个月至10年不等,6个月以内了例,6月一1年3例,·艺2。1年一9年5例,10年以上2例,3例病程不详。"
慢性淋巴细胞性甲状腺炎30例临床分析,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=XYXX198003009,"怀建村,王庆兆",New Chinese Medicine,1980-03-31,Journals,2,,"＜正＞ 慢性淋巴细胞性甲状腺炎又称桥本氏病,系一种自家免疫性疾患。过去认为本病少见,近20余年来,国内外的发病率都在逐渐增加。但是,不少病例因术前甚至术中怀疑为甲状腺癌,甲状腺瘤或结节性甲状腺肿而施行手术者仍相当普遍。由于抗甲状腺抗体免疫测定尚未广泛开展,临床检查和术中探查仍是诊断"
HYPERTHYROIDISM AND CHRONIC LYMPHOCYTIC THYROIDITIS (REPORT OF 3 CASES),https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=BANG198101011,"Gao Yinchun et al 
Departments of Internal Medicine and pathology,Bengbu Medical College,
Bengbu, Anhui",Journal of Bengbu Medical College,1981-04-02,Journals,1,,"Three cases were diagnosed as hyperthyroidism clinically. The thyroidectomy specimen showed histological features of chronic lymphocytic thyroiditis with or without an accompanying hyperplasia of the gland proper.         The pathogenesis of the coexistence of these two thyroid diseases and the mechanism of hyperthyroidism due to chronic lymphocytic thyroiditis are discussed.         In view that a correct preoperative. diagnosis is essential to effect a proper thera-py, it is suggested that a needle biopsy and immunological assay should be done pre-operatively especially in those cases the goiter appeared firm in consistency."
67例慢性淋巴细胞性甲状腺炎的诊断和治疗,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YIYA198112003,"郑白蒂,张林根,林祥通,张福林,朱禧星,胡国贤,王建国,邓守真,胡金秀,钟学礼,孔迪生,蔡贵宝",Jiangsu Medical Journal,1981-12-27,Journals,8,,"本文报告67例确诊的慢性淋巴细胞性甲状腺炎。男∶女=1∶21.3,40—46岁占64.2%;本病多起病缓慢、隐匿,有不同程度的甲状腺肿,多呈结节性,病程中可有假性甲亢或甲减的表现,也可合并甲亢、甲状腺腺瘤及甲状腺癌。本文对其自身免疫发病机制进行了讨论,对诊断标准提出了补充意见。本病一旦确诊后应行甲状腺激素终身替代治疗,以免复发或导致甲减。"
慢性淋巴细胞性甲状腺炎23例临床病理分析,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=TDYX198102001,陈佩筠;苏宁;张瑞英,Railway Medical Journal,1981-05-01,Journals,,,"＜正＞ 淋巴细胞性甲状腺炎又称桥本氏（Hash-imotos’）甲状腺炎,在所有甲状腺炎中发病率最高,临床止易误诊为甲状腺腺瘤、结节性甲状腺肿或甲状腺癌。我院于1961～1978年经病理确诊者共23例,现将临床病理资料分析如下。"
慢性淋巴细胞性甲状腺炎,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=GEKX198204006,王慧敏,国外医学(儿科学分册),1982-08-29,Journals,,,"＜正＞ 概念慢性淋巴细胞性甲状腺炎（以下简称CLT）也叫桥本氏甲状腺炎,是儿童及青少年时期最常见的甲状腺疾病,也是青少年时期甲状腺功能低下（或伴有或不伴有甲状腺肿）最常见的病因。桥本氏在1912年最先描述了4例CLT的病人。此后,人们对本病的认识有了很大提高。于1938年又有CLT的报导。近年来报导发病率约为1％。每年每1,000个儿童中有"
Chronic Lymphocytic Thyroiditis in Endemic Goiter Ⅰ.Its percentage and Site of Change,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZDFB198301010,Liu Yanfang;Wu Yanling;Niu Shumiao;Hu Mingqin,Chinese Journal of Endemiology,1983-03-02,Journals,1,,"Chronic lymphocytic thyroiditis including Hashimoto’s disease, lymphocyticand focal thyroiditis （Abbr. thyroiditis） in 2053 cases of Surgical specimen ofendemic goiter in Shaanxi Province were studied pathologically Only 10 cases （0.47%） with diffuse enlargement of thyroid gland were dia-gnosed as thyroiditis. Most cases of the thyroiditis （137 cases, 7.1%） or casesof Hashimoto’s disease and lymphocytic thyroiditis （39 cases, 2.0%） wereaccompanied with nodular goiter. The changes of thyroiditis were found mostly in the normal or goiterous tis-sue outside the nodules （71.4%）. This confirmed the impression given by Itonin 1975 （Lancet Z （7945）: 1119）. In a few cases the lesions were found in boththe inside and the outside of the nodule, only in one case the lesion was foundin the nodule itself. The changes of thyroiditis in nodular goiter were easilyoverlooked. An idea that perhaps the increase in percentage of thyroiditis in surgicalthyroid cases, as described in the literature, did not really exist."
慢性淋巴细胞性甲状腺炎诊断的若干问题,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=SDYY198309004,沈稚舟,Shandong Medical Journal,1983-09-28,Journals,2,,"＜正＞ 慢性淋巴细胞性甲状腺炎（下称慢淋甲炎）,又称桥本氏病（Hashimoto’s disea-se）,是一种较常见的自家免疫性疾病。近十多年来的国外资料表明,在缺碘性甲状腺肿得以控制的国家和地区,慢淋甲炎的患"
慢性淋巴细胞性甲状腺炎,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=SXYZ198301005,"李永年,莫永灼",Shaanxi Medical Journal,1983-01-31,Journals,1,,"＜正＞ 慢性淋巴细胞性甲状腺炎,又称Hashi-mofo氏甲状腺炎,是一种免疫性疾病,在缺乏免疫学测定条件下,一般不易及时作出诊断。我们自1973年4月至1981年4月,将本病误为其它外科性甲状腺病而行手术,并经病理证实者共25例。现报道如下,以便从中吸取教训。临床资料一、性别与年龄:本组25例全部是女性,年龄最小19岁,最大51岁。其中以36—45岁为最多,占18%。二、病程:最短3个月,最长15年,以3—6年为最多。三、临床症状:甲状腺肿大或出现结节25例,颈前部不适8例,憋气11例,声调变低2例,轻度浮肿1例,食欲亢进3例,食欲减退"
内分泌疾病,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZYEK198303011,,中国医学文摘(儿科学),1983-06-30,Journals,,,"＜正＞ 0509 儿童时期的甲状腺肿与甲状腺疾病鲍秀兰等北京医学 4（5）:274,1982 本文分析了79例甲状腺肿大儿童,男22例,女57例。年龄在2～5岁,11～15岁占54.3％。所有儿童都非地方性甲状腺肿或饮食原因所致。其中单纯性甲状腺肿70例（88.6％）;慢性淋巴细胞甲状腺炎4例（5.1％）;甲状腺素合成障碍3例（3.8％）;他巴唑过量致甲状腺肿1例（1.3％）;毒性弥漫性甲状腺肿1例（1.3％）。"
慢性淋巴细胞性甲状腺炎合並癌和腺瘤——附10例报告,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=NKYX198302022,莫永灼;李乃泽,石河子医学院学报,1983-07-02,Journals,,,"＜正＞ 慢性淋巴细胞性甲状腺炎较少见,近年国内陆续有报告。但合并癌和腺瘤者国内报告极少。本院自1973～1981年共收治慢性淋巴细胞性甲状腺炎35例,其中合并癌和腺瘤者10例,现报告如下。临床资料性别与年龄:男1例,女9例。最小19岁,最大51岁,其中31～50岁最多（6例）。病程与症状:病程最短者21天,最长者19年,其中1年以内者最多,共5例。无症状者7例,有症状者3例。症状表现为肿块近期增大明显,气憋、心慌、气促等。甲状腺肿块的特点:单侧单发肿块者9例,双侧多发肿块者1例。肿块最小者如蚕豆大,最大者如鸡蛋大。单发的9例表面光"
内分泌、免疫和遗传疾病,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZYNK198304009,,China Medical Abstracts,1983-04-15,Journals,,,"＜正＞ 401636 Houssay氏综合征（附一例报告）唐尧等江苏医药9（2）:41,1983 Houssay氏综合征系席汉氏病合并糖尿病,很少见。此例为50岁女性病人,于20年前因分娩大出血,出现闭经、脱发,诊断为“席汉氏病”,长期服强的松、甲状腺片治疗。检查:尿糖（+++）,血糖1000mg％。病检结果为:①垂体前叶陈旧性疤痕第2性征减退,卵巢及宫内膜萎缩。②糖尿病性肾脏病。③肾结石、脾脏炎、心肌炎等经治无效"
"The Chronic Lymphocytic Thyroiditis in Endemic Goiter Ⅱ.Local Ig Production,and Deposition",https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZDFB198401005,Huang Gaosheng Liu Yanfang,Chinese Journal of Endemiology,1984-03-01,Journals,,,"Using tryps inization and immunohistochemical techniques the local productionand deposition of IgG,IgM and IgA of 21 cases of chronic lymphocytic thyroiditis（including 3 cases of Hashimotot’s disease,13 and 5 cases of lymphocytic andfocal thyroiditis）in endemic goiter and 5 cases of hyperthyroidism were investi-gated with their serial paraffin sections.It was found that plasmocyte and proplasmacyte Producing IgG are Predominant in number（96%）,IgM,IgA ceIIs are a few（2.3,1.4%）.But the ceIIs in periopoIesis are proved to be IgM ceIIs.Most ofthe Ig active germinal centers of the lymphofollicle are IgM in nature（41.0%）,less IgG（25.4%）and no IgA centers are seen.The hyperthyroidism gives sim-ilar cellular Propotions.The above findings indicate that there are probably bothprimary and secondary active antigen stimulations in the thyroiditis.Deposition ofIgG in the vascular walls,the active hyperplastic epithelia and other places rep-orted in the literature has been described."
慢性淋巴细胞性甲状腺炎引起甲低2例报告,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=BJYX198406028,杜永昌,Beijing Medical Journal,1984-12-26,Journals,,,"＜正＞ 慢性淋巴细胞性甲状腺炎或称桥本氏甲状腺炎,是儿童和青少年时期常见的甲状腺疾病,也是青少年时期甲状腺功能低下常见的原因。本病多伴有甲状腺肿大,少数不伴有甲状腺肿大者每易被误诊。本文报告2例如下。"
慢性淋巴细胞性甲状腺炎误诊9例,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YSJX198404038,郭世盛;张宝良,Journal of Postgraduates of Medicine,1984-04-30,Journals,,,"＜正＞ 我院外科自1977年1月到1981年6月,收治经木后病理诊断为慢性淋巴细胞性甲状腺炎患者9例。全部病例误诊,均行手术治疗。术后4人出现程度不等的甲状腺机能减退,3例基本丧失劳动能力。教训主要是没有正确的诊断以及不恰当的治疗。回顾9例临床特征及复习有关文献,报告如下。一、临床资料:9例均为女性。年龄从13～56岁,术前诊断是:甲状腺瘤、腺瘤恶变、结节性甲状腺肿、甲状腺癌、甲亢、甲状舌骨囊肿。木式是:腺瘤摘"
慢性淋巴细胞性甲状腺炎,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=SYNK198508026,吴国梁,实用内科杂志,1985-08-29,Journals,6,,"＜正＞ 慢性淋巴细胞性甲状腺炎,也称为慢性淋巴性甲状腺炎或桥本氏甲状腺炎。桥本（Hashimoto）1912年第一次描述本病的特殊组织学变化。患者的血中有高滴度的自身抗体存在,故又称为自身免疫性甲状腺炎。在建立抗甲状腺抗体检测方法之前,本病只有依赖甲状腺活检才能明确诊断。"
慢性淋巴细胞性甲状腺炎的临床诊断,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZLYS198506021,张世樵,中国农村医学,1985-06-30,Journals,,,"＜正＞ 慢性淋巴细胞性甲状腺炎又称桥本氏病,是甲状腺炎症疾病中最多见的一种。近年来,报道日渐增多,农村基层医院也不少见。但由于对本病比较生疏,对其临床表现类型多样认识不足,易与其它甲状腺疾病相混淆,造成误诊误治,给患者造成终身痛苦,因此提高对本病的认识,实属必要。临床特点:慢性淋巴细胞性甲状腺炎患者约90％为女性,发病年龄多在40～60岁之间,儿童少年亦有发病。本病发展过程一般相当缓慢,可历经数年。最主要的临床表现是甲状腺呈弥漫性对称性肿大,因其起病隐袭,多在无意中发现。最突出的特点是甲状腺质地硬韧,如触橡皮,表面光滑或有细颗粒感,腺"
